ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID
ed4,Li1.2Al0.2Ge1.8(PO4)3,6,Li7.2Al1.2Ge10.8P18.0O72.0,7.94e-05,,,R-3c,167,8.283,8.283,20.471,90.0,90.0,120.0,NASICON,10.1016/j.jeurceramsoc.2014.11.023,1,D2 - 243,not available,,,,,,,243.0,
vg0,Li1.5Al0.5Ge1.5(PO4)3,6,Li9.0Al3.0Ge9.0P18.0O72.0,0.00019,,,R-3c,167,8.2828,8.2828,20.5014,90.0,90.0,120.0,NASICON,10.1016/j.jeurceramsoc.2014.11.023,1,D2 - 243,done,,,,Yes,10.1016/j.jallcom.2020.155878,36779.0,243.0,
z9y,Li1.2Al0.2Ti1.8(PO4)3,6,Li7.2Al1.2Ti10.8P18.0O72.0,0.00338,,,R-3c,167,8.502,8.502,20.818,90.0,90.0,120.0,NASICON,10.1016/j.jeurceramsoc.2014.11.023,1,D2 - 243,done,,,,Yes,10.1021/acs.chemmater.9b04419,141515.0,243.0,
w3n,Li1.4Al0.4Ti1.6(PO4)3,6,Li8.4Al2.4Ti9.6P18.0O72.0,0.00112,,,R-3c,167,8.503,8.503,20.847,90.0,90.0,120.0,NASICON,10.1016/j.materresbull.2007.08.007,1,D2 - 245,not available,,,refer D2 - 134; D2 - 243; D1 - 40; D1 - 170 ,,,,245.0,
ym6,Li1.3Al0.3Ti1.7(PO4)3,6,Li7.8Al1.8Ti10.2P18.0O72.0,0.00121,,,R-3c,167,8.5033,8.5033,20.8312,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2014.07.018|10.1016/j.ssi.2016.07.010,0,,done,,,,Yes,10.1016/j.ssi.2019.115192,19907.0,,20.0
nng,Li1.6Al0.6Ge0.8Ti0.6(PO4)3,6,Li9.6Al3.6Ge4.8P18.0Ti3.6O72.0,0.0007,,,R-3c,167,8.383,8.383,20.637,90.0,90.0,120.0,NASICON,10.1021/cm021717j,1,D1 - 30,not available,,,bulk Ic ,,,,,30.0
qno,LiTi2(PO4)3,6,Li6.0Ti12.0P18.0O72.0,3.83e-07,,,R-3c,167,8.509,8.509,20.853,90.0,90.0,120.0,NASICON,10.1021/jp973296c,0,,done,,,,Yes,10.1021/ic400577v,118128.0,,25.0
oxc,Li1.4Al0.4Ti1.6(PO4)3,6,Li8.4Al2.4Ti9.6P18.0O72.0,0.00563,,,R-3c,167,8.5,8.5,20.81,90.0,90.0,120.0,NASICON,10.1039/c5ta08545d,0,,,,,,,,,,29.0
dq4,Li1.3Al0.1Sc0.2Ti1.7(PO4)3,6,Li7.8Al0.6Sc1.2Ti10.2P18.0O72.0,0.000426,,,R-3c,167,8.5244,8.5244,20.925,90.0,90.0,120.0,NASICON,10.1007/s10008-012-1780-x,1,D1 - 310,not available,,,refer D2 - 144,,,,,246.0
0fa,Li1.3Al0.2Sc0.1Ti1.7(PO4)3,6,Li7.8Al1.2Sc0.6Ti10.2P18.0O72.0,0.000269,,,R-3c,167,8.5216,8.5216,20.917,90.0,90.0,120.0,NASICON,10.1007/s10008-012-1780-x,1,D1 - 310,not available,,,,,,,,247.0
rr5,LiTi2(PO4)3,6,Li6.0Ti12.0P18.0O72.0,7.2e-05,,,R-3c,167,8.5135,8.5135,20.8705,90.0,90.0,120.0,NASICON,10.1007/s11164-013-1348-0,1,D1 - 312,done,,,,Yes,10.1039/b203652p,184088.0,,249.0
6j9,Li1.15Fe0.15Ti1.85(PO4)3,6,Li6.9Fe0.9Ti11.1P18.0O72.0,0.000522,,,R-3c,167,8.5188,8.5188,20.8472,90.0,90.0,120.0,NASICON,10.1007/s11164-013-1348-0,1,D1 - 312,not available,,,,,,,,248.0
0x9,Li1.2Sc0.2Ti1.8(PO4)3,6,Li7.2Sc1.2Ti10.8P18.0O72.0,0.000246,,,R-3c,167,8.536,8.536,20.922,90.0,90.0,120.0,NASICON,10.1016/0167-2738(86)90179-7,1,D1 - 333,not available,,,,,,,,266.0
iwe,Li1.3Sc0.3Ti1.7(PO4)3,6,Li7.8Sc1.8Ti10.2P18.0O72.0,0.000407,,,R-3c,167,8.559,8.559,20.964,90.0,90.0,120.0,NASICON,10.1016/0167-2738(86)90179-7,1,D1 - 333,not available,,,,,,,,333.0
ib2,Li1.1Sc0.1Ti1.9(PO4)3,6,Li6.6Sc0.6Ti11.4P18.0O72.0,0.000158,,,R-3c,167,8.522,8.522,20.889,90.0,90.0,120.0,NASICON,10.1016/0167-2738(86)90179-7,1,D1 - 333,not available,,,,,,,,269.0
ppz,Li1.3In0.3Hf1.7(PO4)3,6,Li7.8In1.8Hf10.2P18.0O72.0,1e-05,,,R-3c,167,8.82,8.82,21.933,90.0,90.0,120.0,NASICON,10.1016/0167-2738(86)90179-7,1,D1 - 333,not available,,,,,,,,272.0
ci1,LiTi0.2Zr1.8(PO4)3,6,Li6.0Ti1.2Zr10.8P18.0O72.0,5.6e-08,,,R-3c,167,8.828,8.828,21.978,90.0,90.0,120.0,NASICON,10.1016/0167-2738(86)90179-7,1,D1 - 333,not available,,,,,,,,273.0
08e,LiTi1.8Zr0.2(PO4)3,6,Li6.0Ti10.8Zr1.2P18.0O72.0,8.5e-08,,,R-3c,167,8.54,8.54,20.985,90.0,90.0,120.0,NASICON,10.1016/0167-2738(86)90179-7,1,D1 - 333,not available,,,,,,,,275.0
xkh,LiTi0.1Zr1.9(PO4)3,6,Li6.0Ti0.6Zr11.4P18.0O72.0,3.2e-08,,,R-3c,167,8.845,8.845,22.057,90.0,90.0,120.0,NASICON,10.1016/0167-2738(86)90179-7,1,D1 - 333,not available,,,,,,,,279.0
wng,Li1.2In0.2Hf1.8(PO4)3,6,Li7.2In1.2Hf10.8P18.0O72.0,4e-06,,,R-3c,167,8.815,8.815,21.954,90.0,90.0,120.0,NASICON,10.1016/0167-2738(86)90179-7,1,D1 - 333,not available,,,,,,,,333.0
ncr,LiHf2(PO4)3,6,Li6.0Hf12.0P18.0O72.0,6.85e-07,,,R-3c,167,8.809,8.809,21.98,90.0,90.0,120.0,NASICON,10.1016/0167-2738(93)90387-i,1,D1 - 367,not available,,,,,,,,367.0
dx2,Li1.1Fe0.1Hf1.9(PO4)3,6,Li6.6Fe0.6Hf11.4P18.0O72.0,0.000107,,,R-3c,167,8.822,8.822,21.997,90.0,90.0,120.0,NASICON,10.1016/0167-2738(93)90387-i,1,D1 - 367,not available,,,,,,,,296.0
6xc,Li1.1In0.1Hf1.9(PO4)3,6,Li6.6In0.6Hf11.4P18.0O72.0,5.13e-05,,,R-3c,167,8.831,8.831,22.036,90.0,90.0,120.0,NASICON,10.1016/0167-2738(93)90387-i,1,D1 - 367,not available,,,,,,,,367.0
21m,Li1.1Lu0.1Hf1.9(PO4)3,6,Li6.6Lu0.6Hf11.4P18.0O72.0,5.88e-05,,,R-3c,167,8.839,8.839,22.046,90.0,90.0,120.0,NASICON,10.1016/0167-2738(93)90387-i,1,D1 - 367,not available,,,,,,,,302.0
4k1,Li1.1Sc0.1Hf1.9(PO4)3,6,Li6.6Sc0.6Hf11.4P18.0O72.0,2.45e-05,,,R-3c,167,8.837,8.837,21.965,90.0,90.0,120.0,NASICON,10.1016/0167-2738(93)90387-i,1,D1 - 367,not available,,,,,,,,308.0
gzp,Li1.2Lu0.2Hf1.8(PO4)3,6,Li7.2Lu1.2Hf10.8P18.0O72.0,9.79e-05,,,R-3c,167,8.836,8.836,21.997,90.0,90.0,120.0,NASICON,10.1016/0167-2738(93)90387-i,1,D1 - 367,not available,,,,,,,,297.0
lh8,Li1.3Cr0.3Hf1.7(PO4)3,6,Li7.8Cr1.8Hf10.2P18.0O72.0,5.26e-07,,,R-3c,167,8.798,8.798,21.929,90.0,90.0,120.0,NASICON,10.1016/0167-2738(93)90387-i,1,D1 - 367,not available,,,,,,,,311.0
ew5,Li1.3Fe0.3Hf1.7(PO4)3,6,Li7.8Fe1.8Hf10.2P18.0O72.0,5.4e-05,,,R-3c,167,8.809,8.809,21.889,90.0,90.0,120.0,NASICON,10.1016/0167-2738(93)90387-i,1,D1 - 367,not available,,,,,,,,305.0
9l3,Li1.3In0.3Hf1.7(PO4)3,6,Li7.8In1.8Hf10.2P18.0O72.0,0.000142,,,R-3c,167,8.84,8.84,21.995,90.0,90.0,120.0,NASICON,10.1016/0167-2738(93)90387-i,1,D1 - 367,not available,,,,,,,,294.0
jdk,Li1.3Lu0.3Hf1.7(PO4)3,6,Li7.8Lu1.8Hf10.2P18.0O72.0,3.56e-05,,,R-3c,167,8.843,8.843,21.995,90.0,90.0,120.0,NASICON,10.1016/0167-2738(93)90387-i,1,D1 - 367,not available,,,,,,,,306.0
h8a,Li1.3Sc0.3Hf1.7(PO4)3,6,Li7.8Sc1.8Hf10.2P18.0O72.0,8.32e-05,,,R-3c,167,8.857,8.857,21.995,90.0,90.0,120.0,NASICON,10.1016/0167-2738(93)90387-i,1,D1 - 367,not available,,,,,,,,301.0
jq7,Li1.3Y0.3Hf1.7(PO4)3,6,Li7.8Y1.8Hf10.2P18.0O72.0,3.19e-05,,,R-3c,167,8.835,8.835,21.957,90.0,90.0,120.0,NASICON,10.1016/0167-2738(93)90387-i,1,D1 - 367,not available,,,,,,,,307.0
ylt,Li1.4In0.4Hf1.6(PO4)3,6,Li8.4In2.4Hf9.6P18.0O72.0,0.000142,,,R-3c,167,8.836,8.836,21.926,90.0,90.0,120.0,NASICON,10.1016/0167-2738(93)90387-i,1,D1 - 367,not available,,,,,,,,295.0
gnq,Li1.4Lu0.4Hf1.6(PO4)3,6,Li8.4Lu2.4Hf9.6P18.0O72.0,2.06e-05,,,R-3c,167,8.877,8.877,21.946,90.0,90.0,120.0,NASICON,10.1016/0167-2738(93)90387-i,1,D1 - 367,not available,,,,,,,,309.0
sso,Li1.4Y0.4Hf1.6(PO4)3,6,Li8.4Y2.4Hf9.6P18.0O72.0,2.09e-05,,,R-3c,167,8.863,8.863,21.91,90.0,90.0,120.0,NASICON,10.1016/0167-2738(93)90387-i,1,D1 - 367,not available,,,,,,,,303.0
lpx,Li1.15Y0.15Zr1.85(PO4)3,6,Li6.9Y0.9Zr11.1P18.0O72.0,7.1e-05,7.1e-05,0.00014,R-3c,167,8.8727,8.8727,22.1578,90.0,90.0,120.0,NASICON,10.1016/j.jpowsour.2013.03.175,1,D2 - 136; D1 - 390,done,1700808.cif,,bulk ic (total ic 7.10E-05),,,191891.0,136.0,319.0
f7p,Li1.3Al0.2Y0.1Ti1.7(PO4)3,6,Li7.8Al1.2Y0.6Ti10.2P18.0O72.0,0.00012,,,R-3c,167,8.5054,8.5054,20.8247,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2012.05.011,1,D1 - 401; D1 - 426,not available,,,,,,,,329.0
l8t,Li1.3Al0.1Y0.2Ti1.7(PO4)3,6,Li7.8Al0.6Y1.2Ti10.2P18.0O72.0,7.3e-05,,,R-3c,167,8.5109,8.5109,20.8372,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2012.05.011,1,D1 - 401; D1 - 426,not available,,,,,,,,330.0
3tt,Li1.3Al0.15Y0.15Ti1.7(PO4)3,6,Li7.8Al0.9Y0.9Ti10.2P18.0O72.0,1.9e-05,,,R-3c,167,8.5069,8.5069,20.8226,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2012.05.011,1,D1 - 401; D1 - 426,not available,,,,,,,,331.0
za6,Li1.1Al0.1Ge1.9(PO4)3,6,Li6.6Al0.6Ge11.4P18.0O72.0,2.9e-06,,,R-3c,167,8.262,8.262,20.44,90.0,90.0,120.0,NASICON,10.1016/s0955-2219(99)00055-2,1,D1 - 401; D1 - 426,not available,,,,,,,,352.0
ag1,Li1.3Al0.3Ge1.7(PO4)3,6,Li7.8Al1.8Ge10.2P18.0O72.0,3.9e-05,,,R-3c,167,8.274,8.274,20.53,90.0,90.0,120.0,NASICON,10.1016/s0955-2219(99)00055-2,1,D1 - 401; D1 - 426,not available,,,,,,,,349.0
u5t,Li1.5Al0.5Ge1.5(PO4)3,6,Li9.0Al3.0Ge9.0P18.0O72.0,0.00028,,,R-3c,167,8.25,8.25,20.56,90.0,90.0,120.0,NASICON,10.1016/s0955-2219(99)00055-2,1,D1 - 401; D1 - 426,not available,,,,,,,,347.0
0y6,Li1.6Al0.6Ge1.4(PO4)3,6,Li9.6Al3.6Ge8.4P18.0O72.0,0.00014,,,R-3c,167,8.265,8.265,20.64,90.0,90.0,120.0,NASICON,10.1016/s0955-2219(99)00055-2,1,D1 - 401; D1 - 426,not available,,,,,,,,348.0
yq2,Li1.1Al0.1Ti1.9(PO4)3,6,Li6.6Al0.6Ti11.4P18.0O72.0,3e-05,,,R-3c,167,8.508,8.508,20.855,90.0,90.0,120.0,NASICON,10.1016/s0955-2219(99)00055-2,1,D1 - 401; D1 - 426,done,,,,Yes,10.1016/j.solidstatesciences.2016.08.011,7931.0,,351.0
kab,Li1.3Al0.3Ti1.7(PO4)3,6,Li7.8Al1.8Ti10.2P18.0O72.0,3.75e-05,,,R-3c,167,8.498,8.498,20.896,90.0,90.0,120.0,NASICON,10.1016/S0955-2219(99)00055-2,1,D1 - 401; D1 - 426,done,,,,Yes,10.1021/acs.chemmater.9b04419,141513.0,,401.0
tp2,Li1.6Al0.6Ti1.4(PO4)3,6,Li9.6Al3.6Ti8.4P18.0O72.0,2.3e-05,,,R-3c,167,8.479,8.479,20.981,90.0,90.0,120.0,NASICON,10.1016/s0955-2219(99)00055-2,1,D1 - 401; D1 - 426,not available,,,,,,,,401.0
nf0,Li1.5Al0.5Ti1.5(PO4)3,6,Li9.0Al3.0Ti9.0P18.0O72.0,1.1e-05,,,R-3c,167,8.485,8.485,20.79,90.0,90.0,120.0,NASICON,10.1021/cm010528i,1,D1 - 430,not available,,,refer D2 - 134,,,,,353.0
fkt,Li1.2La0.2Ti1.8(PO4)3,6,Li7.2La1.2Ti10.8P18.0O72.0,0.000528,,,R-3c,167,8.511,8.511,20.853,90.0,90.0,120.0,NASICON,10.1149/1.2096693,1,D1 - 467,not available,,,duplicate with line 273,,,,,384.0
ctg,Li1.3La0.3Ti1.7(PO4)3,6,Li7.8La1.8Ti10.2P18.0O72.0,0.000528,,,R-3c,167,8.512,8.512,20.854,90.0,90.0,120.0,NASICON,10.1149/1.2096693,1,D1 - 467,not available,,,duplicate with line 274,,,,,385.0
cmn,Li1.8Cr0.8Ti1.2(PO4)3,6,Li10.8Cr4.8Ti7.2P18.0O72.0,0.00024,,,R-3c,167,8.539,8.539,20.947,90.0,90.0,120.0,NASICON,10.1016/0167-2738(88)90291-3,1,D1 - 870,not available,,,,,,,,727.0
lc1,Li1.2Al1.1Ta0.9(PO4)3,6,Li7.2Al6.6Ta5.4P18.0O72.0,6.5e-07,,,R-3c,167,8.513,8.513,21.229,90.0,90.0,120.0,NASICON,10.1039/a807007e,1,D1 - 350,not available,,,,,,,,281.0
sxv,LiAlTa(PO4)3,6,Li6.0Al6.0Ta6.0P18.0O72.0,6.5e-07,,,R-3c,167,8.542,8.542,20.815,90.0,90.0,120.0,NASICON,10.1039/a807007e,1,D1 - 350,not available,,,,,,,,282.0
4t5,LiCrSb(PO4)3,6,Li6.0Cr6.0Sb6.0P18.0O72.0,3.57e-10,,,R-3c,167,8.38,8.38,21.46,90.0,90.0,120.0,NASICON,10.1063/1.2357843,1,D1 - 446,not available,,,,,,,,365.0
smk,LiAlSb(PO4)3,6,Li6.0Al6.0Sb6.0P18.0O72.0,3.17e-08,,,R-3c,167,8.24,8.24,21.13,90.0,90.0,120.0,NASICON,10.1063/1.2357843,1,D1 - 446,not available,,,,,,,,366.0
vtr,LiFeSb(PO4)3,6,Li6.0Fe6.0Sb6.0P18.0O72.0,1.37e-06,,,R-3c,167,8.44,8.44,21.48,90.0,90.0,120.0,NASICON,10.1063/1.2357843,1,D1 - 446,not available,,,,,,,,367.0
dc8,Li9Mg3(PO4)4F3,2,Li18.0Mg6.0P8.0O32.0F6.0,<1E-10,,,P63,173,12.6159,12.6159,5.0082,90.0,90.0,120.0,fluorophosphates,10.1039/c3ta15264b,1,D2 - 148,done,appendix; ICSD,downloaded,,,,,148.0,
hai,Pb6.12Ca1.9Li1.96(PO4)6,1,Pb6.12Ca1.9Li1.96P6.0O24.0,<1E-10,,,P63/m ,176,9.679,9.679,7.113,90.0,90.0,120.0,phosphates,10.1006/jssc.2002.9596,1,D2 - 149,done,59615-ICSD ,,,,,59615.0,149.0,
ux3,Li0.284Sm4.512Si3O12.91,2,Li0.57Sm9.02Si6.0O25.82,<1E-10,,,P63/m ,176,9.4601,9.4601,6.9113,90.0,90.0,120.0,silicates,10.1016/0167-2738(95)00240-5,1,D2 - 150,done,83279-ICSD,,,,,83279.0,150.0,
tvf,Li3(NH2)2I,4,Li12.0N8.0H16.0I4.0,1e-05,,,P63mc ,186,7.09109,7.09109,11.50958,90.0,90.0,120.0,hydrides,10.1021/cm1006857,1,D2 - 152,done,ICSD ,downloaded,,,,,152.0,
u8r,Ba3LiTa5ZrSi4O26,1,Ba3.0Li1.0Ta5.0Zr1.0Si4.0O26.0,<1E-10,,,P-62m,189,9.0495,9.0495,7.8198,90.0,90.0,120.0,oxides,10.1016/j.ssi.2015.08.011,1,D2 - 153,done,ICSD ,,,,,239276.0,153.0,
gvd,Li3N,1,Li3.0N1.0,0.0005767,,,P6/mmm ,191,3.648,3.648,3.875,90.0,90.0,120.0,nitrides,10.1039/c0ee00052c,1,D2 - 154,done,ICSD not the same paper,,,,,34280.0,154.0,
uex,Fe2Na2K(Li3Si12O30),2,Fe4.0Na4.0K2.0Li6.0Si24.0O60.0,<1E-10,,,P6/mcc,192,10.0617,10.0617,14.0832,90.0,90.0,120.0,sugilites,10.1016/j.jssc.2018.05.008,1,D2 - 156,done,ICSD not the same paper,,,,,235750.0,156.0,
11b,Li3P,2,Li6.0P2.0,0.000703,,,P63/mmc,194,4.273,4.273,7.594,90.0,90.0,120.0,phosphates,10.1016/0167-2738(89)90438-4,1,D2 - 157,done,ICSD ,,,,,642223.0,157.0,
fft,Li3N,2,Li6.0N2.0,0.0002085,,,P63/mmc,194,3.552,3.552,6.311,90.0,90.0,120.0,nitrides,10.1016/0167-2738(83)90045-0,1,D2 - 155,done,ICSD not the same paper,,,,,63201.0,155.0,
lf5,Li6BaLa2Nb2O12,8,Li48.0Ba8.0La16.0Nb16.0O96.0,6e-06,,, I213,199,12.86,12.86,12.86,90.0,90.0,90.0,garnet,10.1111/j.1551-2916.2005.00060.x,1,D2 - 159;D1- 814,not available,,,,,,,159.0,681.0
68u,Li5La3Nb2O12,8,Li40.0La24.0Nb16.0O96.0,8e-06,,, I213,199,12.762,12.762,12.762,90.0,90.0,90.0,garnet,10.1111/j.1551-2916.2005.00060.x,1,D2 - 159;D1- 814,done,,,,Yes,10.1016/0025-5408(88)90264-4,202768.0,159.0,610.0
gyw,Li6SrLa2Ta2O12,8,Li48.0Sr8.0La16.0Ta16.0O96.0,4.2e-06,,, I213,199,12.811,12.811,12.811,90.0,90.0,90.0,garnet,10.1111/j.1551-2916.2005.00060.x,1,D2 - 159;D1- 814,not available,,,,,,,159.0,
0v9,Li5.5La3Nb1.75In0.25O12 ,8,Li44.0La24.0Nb14.0In2.0O96.0,2.4e-05,,, I213,199,12.821,12.821,12.821,90.0,90.0,90.0,garnet,10.1016/j.jssc.2005.12.025,1,D2 - 158,not available,,,,,,,158.0,642.0
qtc,Li5.5La2.75K0.25Nb2O12 ,8,Li44.0La22.0K2.0Nb16.0O96.0,1.06e-05,,, I213,199,12.7937,12.7937,12.7937,90.0,90.0,90.0,garnet,10.1016/j.jssc.2005.12.025,1,D2 - 158,not available,,,,,,,158.0,643.0
vy5,(K0.1Li0.9)(SbO3),4,K0.4Li3.6Sb4.0O12.0,1.36e-08,,,Pn-3,201,9.681,9.681,9.681,90.0,90.0,90.0,oxides,10.1016/0167-2738(81)90178-8,1,D2 - 160,done,appendix; ICSD,,,,,200984.0,160.0,
rwr,Li8GeP4,8,Li64.0Ge8.0P32.0,1.8e-05,,,Pa-3,205,11.80203,11.80203,11.80203,90.0,90.0,90.0,phosphates,10.1021/acs.chemmater.8b02759,1,D2 - 161,done,appendix; ICSD,,,,,235184.0,161.0,
pql,Li8SiP4,8,Li64.0Si8.0P32.0,4.5e-05,,,Pa-3,205,11.70737,11.70737,11.70737,90.0,90.0,90.0,phosphates,10.1021/acs.chemmater.8b02759,1,D2 - 161,done,appendix; ICSD,,,,,235186.0,161.0,
br1,Li3AlN2,16,Li48.0Al16.0N32.0,5e-08,,,Ia-3,206,9.47,9.47,9.47,90.0,90.0,90.0,nitrides,10.1016/0167-2738(85)90106-7,1,D2 - 162,done,ICSD not the same paper,,,Yes,10.1002/zaac.19482570102,25565.0,162.0,
dl7,Li2MgTi3O8,4,Li8.0Mg4.0Ti12.0O32.0,<1E-10,,,P4332,212,8.3774,8.3774,8.3774,90.0,90.0,90.0,oxides,10.1039/a800234g,1,D2 - 163,done,ICSD ,,,,,86165.0,163.0,
i12,Li2CoTi3O8,4,Li8.0Co4.0Ti12.0O32.0,<1E-10,,,P4332,212,8.3766,8.3766,8.3766,90.0,90.0,90.0,oxides,10.1039/a800234g,1,D2 - 163,done,ICSD ,,,,,86166.0,163.0,
aui,Li2CoGe3O8,4,Li8.0Co4.0Ge12.0O32.0,<1E-10,,,P4332,212,8.2098,8.2098,8.2098,90.0,90.0,90.0,oxides,10.1039/a800234g,1,D2 - 163,done,ICSD ,,,,,86167.0,163.0,
mfs,Li2ZnGe3O8,4,Li8.0Zn4.0Ge12.0O32.0,<1E-10,,,P4332,212,8.1961,8.1961,8.1961,90.0,90.0,90.0,oxides,10.1039/a800234g,1,D2 - 163,done,ICSD ,,,,,86169.0,163.0,
jl4,(Li0.61Mg0.39)(Li0.46Mg0.005Ti0.035)Ti1.5O4,8,Li8.56Mg3.16Ti12.28O32.0,6.56e-10,,,P4332,212,8.3792,8.3792,8.3792,90.0,90.0,90.0,oxides,10.1016/j.ssi.2010.06.003,1,D2 - 164,done,ICSD ,,,,,168144.0,164.0,
jkq,(Li0.55Mg0.45)(Li0.445Mg0.055)Ti1.5O4,8,Li7.96Mg4.04Ti12.0O32.0,1.53e-11,,,P4332,212,8.3806,8.3806,8.3806,90.0,90.0,90.0,oxides,10.1016/j.ssi.2010.06.003,1,D2 - 164,done,ICSD ,,,,,168145.0,164.0,
jy6,Li6PO5Cl,4,Li24.0P4.0O20.0Cl4.0,1e-09,,,F-43m,216,8.2234,8.2234,8.2234,90.0,90.0,90.0,argyrodites,10.1002/zaac.201000121,1,D2 - 173; D1 - 8,done,ICSD ,,,,,421479.0,173.0,6.0
yav,Li2VCl4,4,Li8.0V4.0Cl16.0,6.95e-06,,,F-43m,216,10.377,10.377,10.377,90.0,90.0,90.0,cholorides,10.1016/0167-2738(83)90223-0,1,D2 - 166,done,ICSD not the same paper,,,Yes,10.1002/zaac.19946200505,74959.0,166.0,
9yt,Li6PS5Cl0.25Br0.75,4,Li24.0P4.0S20.0Cl1.0Br3.0,0.00186,,,F-43m,216,9.953,9.953,9.953,90.0,90.0,90.0,argyrodites,10.1021/jacs.7b06327,1,D2 - 167,done,ICSD ,,,,,,167.0,
122,Li6PS5Cl,4,Li24.0P4.0S20.0Cl4.0,0.00205,,,F-43m,216,9.898,9.898,9.898,90.0,90.0,90.0,argyrodites,10.1021/jacs.7b06327,1,D2 - 167,done,ICSD ,,,,,259200.0,167.0,
ij5,Li6PS5Cl0.5Br0.5,4,Li24.0P4.0S20.0Cl2.0Br2.0,0.00333,,,F-43m,216,9.952,9.952,9.952,90.0,90.0,90.0,argyrodites,10.1021/jacs.7b06327,1,D2 - 167,done,ICSD ,,,,,259201.0,167.0,
6jf,Li6PS5Br,4,Li24.0P4.0S20.0Br4.0,0.00115,,,F-43m,216,10.02,10.02,10.02,90.0,90.0,90.0,argyrodites,10.1021/jacs.7b06327,1,D2 - 167,done,ICSD ,,,,,259202.0,167.0,
ymc,Li6PS5Br0.5I0.5,4,Li24.0P4.0S20.0Br2.0I2.0,2.62e-05,,,F-43m,216,10.109,10.109,10.109,90.0,90.0,90.0,argyrodites,10.1021/jacs.7b06327,1,D2 - 167,done,ICSD ,,,,,259203.0,167.0,
ywe,Li6PS5I,4,Li24.0P4.0S20.0I4.0,1.3e-06,,,F-43m,216,10.181,10.181,10.181,90.0,90.0,90.0,argyrodites,10.1021/jacs.7b06327,1,D2 - 167,done,ICSD ,,,,,259204.0,167.0,
kgl,Li6PS5Cl0.75Br0.25,4,Li24.0P4.0S20.0Cl3.0Br1.0,0.00226,,,F-43m,216,9.8911,9.8911,9.8911,90.0,90.0,90.0,argyrodites,10.1021/jacs.7b06327,1,D2 - 167,done,ICSD ,,,,,259206.0,167.0,
vqj,Li6PS5Br0.75I0.25,4,Li24.0P4.0S20.0Br3.0I1.0,0.000112,,,F-43m,216,10.0336,10.0336,10.0336,90.0,90.0,90.0,argyrodites,10.1021/jacs.7b06327,1,D2 - 167,done,ICSD ,,,,,259209.0,167.0,
h82,Li6PS5Br0.25I0.75,4,Li24.0P4.0S20.0Br1.0I3.0,4.72e-06,,,F-43m,216,10.1108,10.1108,10.1108,90.0,90.0,90.0,argyrodites,10.1021/jacs.7b06327,1,D2 - 167,done,ICSD ,,,,,259211.0,167.0,
9zr,Li6PS5Br,4,Li24.0P4.0S20.0Br4.0,0.000701,,,F-43m,216,9.9773,9.9773,9.9773,90.0,90.0,90.0,argyrodites,10.1039/c7ta08581h,1,D2 - 167,done,ICSD ,,,,,234584.0,168.0,
a8v,Li6.025P0.975Si0.025S5Br,4,Li24.1P3.9Si0.1S20.0Br4.0,0.000878,,,F-43m,216,9.9819,9.9819,9.9819,90.0,90.0,90.0,argyrodites,10.1039/c7ta08581h,1,D2 - 168,done,appendix; ICSD,,,,,234585.0,168.0,
09w,Li6.05P0.95Si0.05S5Br,4,Li24.2P3.8Si0.2S20.0Br4.0,0.000437,,,F-43m,216,9.9871,9.9871,9.9871,90.0,90.0,90.0,argyrodites,10.1039/c7ta08581h,1,D2 - 168,done,appendix; ICSD,,,,,234586.0,168.0,
x2v,Li6.075P0.925Si0.075S5Br,4,Li24.3P3.7Si0.3S20.0Br4.0,0.000873,,,F-43m,216,9.9938,9.9938,9.9938,90.0,90.0,90.0,argyrodites,10.1039/c7ta08581h,1,D2 - 168,done,appendix; ICSD,,,,,234587.0,168.0,
bnh,Li6.1P0.95Si0.1S5Br,4,Li24.4P3.8Si0.4S20.0Br4.0,0.000799,,,F-43m,216,10.0024,10.0024,10.0024,90.0,90.0,90.0,argyrodites,10.1039/c7ta08581h,1,D2 - 168,done,appendix; ICSD,,,,,234588.0,168.0,
x9d,Li6.125P0.875Si0.125S5Br,4,Li24.5P3.5Si0.5S20.0Br4.0,0.000902,,,F-43m,216,10.0098,10.0098,10.0098,90.0,90.0,90.0,argyrodites,10.1039/c7ta08581h,1,D2 - 168,done,appendix; ICSD,,,,,234589.0,168.0,
ish,Li6.175P0.825Si0.175S5Br,4,Li24.7P3.3Si0.7S20.0Br4.0,0.000931,,,F-43m,216,10.0193,10.0193,10.0193,90.0,90.0,90.0,argyrodites,10.1039/c7ta08581h,1,D2 - 168,done,appendix; ICSD,,,,,234591.0,168.0,
iiy,Li6.2P0.8Si0.2S5Br,4,Li24.8P3.2Si0.8S20.0Br4.0,0.00169,,,F-43m,216,10.024,10.024,10.024,90.0,90.0,90.0,argyrodites,10.1039/c7ta08581h,1,D2 - 168,done,appendix; ICSD,,,,,234592.0,168.0,
